语言1名称1	语言1名称2	语言2名称1	语言2名称2	语言3名称1	语言3名称2
天玑星de		天璣星de			
天权星de		天權星de			
玉衡星de		玉衡星de			
开阳星de		開陽星de			
摇光星de		搖光星de			
太阳星de		太陽星de			
太阴星de		太陰星de			
辰星de		辰星de			
太白星de		太白星de			
荧惑星de		熒惑星de			
岁星de		歲星de			
镇星de		鎮星de			
罗睺星de		羅睺星de			
劫火星de		劫火星de			
计都星de		計都星de			
紫气星de		紫氣星de			
紫微星de		紫微星de			
天机星de		天機星de			
武曲星de		武曲星de			
天同星de		天同星de			
廉贞星de		廉貞星de			
天府星de		天府星de			
贪狼星de		貪狼星de			
巨门星de		巨門星de			
天相星de		天相星de			
天梁星de		天梁星de			
七杀星de		七殺星de			
破军星de		破軍星de			
禄存星de		祿存星de			
天马星de		天馬星de			
左辅星de		左輔星de			
右弼星de		右弼星de			
文昌星de		文昌星de			
文曲星de		文曲星de			
天魁星de		天魁星de			
天钺星de		天鉞星de			
火星de		火星de			
铃星de		鈴星de			
擎羊星de		擎羊星de			
陀罗星de		陀羅星de			
天空星de		天空星de			
地劫星de		地劫星de			
太阳de		太陽de			
月亮de		月亮de			
木星de		木星de			
金星de		金星de			
水星de		水星de			
土星de		土星de			
天王星de		天王星de			
海王星de		海王星de			
冥王星de		冥王星de			
地球de		地球de			
比邻星de		比鄰星de			
天狼星de		天狼星de			
牛郎星de		牛郎星de			
织女星de		織女星de			
谷神星de		穀神星de			
小熊座de		小熊座de			
大熊座de		大熊座de			
仙后座de		仙后座de			
天龙座de		天龍座de			
仙王座de		仙王座de			
蝎虎座de		蠍虎座de			
仙女座de		仙女座de			
鹿豹座de		鹿豹座de			
御夫座de		禦夫座de			
猎犬座de		獵犬座de			
狐狸座de		狐狸座de			
天鹅座de		天鵝座de			
小狮座de		小獅座de			
英仙座de		英仙座de			
牧夫座de		牧夫座de			
武仙座de		武仙座de			
后发座de		後發座de			
北冕座de		北冕座de			
天猫座de		天貓座de			
天琴座de		天琴座de			
海豚座de		海豚座de			
飞马座de		飛馬座de			
三角座de		三角座de			
天箭座de		天箭座de			
巨蟹座de		巨蟹座de			
白羊座de		白羊座de			
双子座de		雙子座de			
宝瓶座de		寶瓶座de			
室女座de		室女座de			
狮子座de		獅子座de			
金牛座de		金牛座de			
双鱼座de		雙魚座de			
摩羯座de		摩羯座de			
天蝎座de		天蠍座de			
天秤座de		天秤座de			
人马座de		人馬座de			
小马座de		小馬座de			
小犬座de		小犬座de			
天鹰座de		天鷹座de			
蛇夫座de		蛇夫座de			
巨蛇座de		巨蛇座de			
长蛇座de		長蛇座de			
麒麟座de		麒麟座de			
猎户座de		獵戶座de			
鲸鱼座de		鯨魚座de			
天坛座de		天壇座de			
绘架座de		繪架座de			
山案座de		山案座de			
天燕座de		天燕座de			
飞鱼座de		飛魚座de			
矩尺座de		矩尺座de			
剑鱼座de		劍魚座de			
时钟座de		時鐘座de			
杜鹃座de		杜鵑座de			
圆规座de		圓規座de			
蝘蜓座de		蝘蜓座de			
水蛇座de		水蛇座de			
凤凰座de		鳳凰座de			
孔雀座de		孔雀座de			
南极座de		南極座de			
天鹤座de		天鶴座de			
南冕座de		南冕座de			
大犬座de		大犬座de			
天鸽座de		天鴿座de			
乌鸦座de		烏鴉座de			
南鱼座de		南魚座de			
天兔座de		天兔座de			
船尾座de		船尾座de			
罗盘座de		羅盤座de			
船帆座de		船帆座de			
玉夫座de		玉夫座de			
波江座de		波江座de			
盾牌座de		盾牌座de			
天炉座de		天爐座de			
雕具座de		雕具座de			
巨爵座de		巨爵座de			
爱笑滴		愛笑滴			
有爱滴		有愛滴			
安静滴		安靜滴			
安详滴		安詳滴			
昂贵滴		昂貴滴			
傲慢滴		傲慢滴			
胖乎乎滴		胖乎乎滴			
标致滴		標緻滴			
博学滴		博學滴			
不凡滴		不凡滴			
高挑滴		高挑滴			
合群滴		合群滴			
宽容滴		寬容滴			
灵活滴		靈活滴			
喜悦滴		喜悅滴			
不满滴		不滿滴			
愤怒滴		憤怒滴			
粗心滴		粗心滴			
多疑滴		多疑滴			
冷静滴		冷靜滴			
沉著滴		沉著滴			
乐观滴		樂觀滴			
成熟滴		成熟滴			
迟疑滴		遲疑滴			
冲动滴		衝動滴			
纯洁滴		純潔滴			
纯真滴		純真滴			
慈祥滴		慈祥滴			
聪明滴		聰明滴			
从容滴		從容滴			
鲁莽滴		魯莽滴			
脆弱滴		脆弱滴			
大方滴		大方滴			
单纯滴		單純滴			
胆怯滴		膽怯滴			
胆小滴		膽小滴			
淡定滴		淡定滴			
得意滴		得意滴			
典雅滴		典雅滴			
懂事滴		懂事滴			
动人滴		動人滴			
独立滴		獨立滴			
端庄滴		端莊滴			
愤慨滴		憤慨滴			
疲倦滴		疲倦滴			
乏味滴		乏味滴			
不羁滴		不羈滴			
稚嫩滴		稚嫩滴			
优雅滴		優雅滴			
风趣滴		風趣滴			
福态滴		福態滴			
自负滴		自負滴			
土豪滴		土豪滴			
感恩滴		感恩滴			
干净滴		乾淨滴			
高兴滴		高興滴			
高雅滴		高雅滴			
耿直滴		耿直滴			
孤独滴		孤獨滴			
固定滴		固定滴			
固执滴		固執滴			
乖巧滴		乖巧滴			
果断滴		果斷滴			
害羞滴		害羞滴			
含蓄滴		含蓄滴			
豪放滴		豪放滴			
豪爽滴		豪爽滴			
好奇滴		好奇滴			
和平滴		和平滴			
和气滴		和氣滴			
和谐滴		和諧滴			
红润滴		紅潤滴			
欢快滴		歡快滴			
欢乐滴		歡樂滴			
欢腾滴		歡騰滴			
欢喜滴		歡喜滴			
欢欣滴		歡欣滴			
豁达滴		豁達滴			
活泼滴		活潑滴			
敏捷滴		敏捷滴			
机智滴		機智滴			
积极滴		積極滴			
激动滴		激動滴			
坚定滴		堅定滴			
坚强滴		堅強滴			
简单滴		簡單滴			
简洁滴		簡潔滴			
强壮滴		強壯滴			
娇柔滴		嬌柔滴			
聪颖滴		聰穎滴			
结实滴		結實滴			
谨慎滴		謹慎滴			
惊讶滴		驚訝滴			
倔强滴		倔強滴			
俊朗滴		俊朗滴			
开朗滴		開朗滴			
开心滴		開心滴			
可爱滴		可愛滴			
可亲滴		可親滴			
快乐滴		快樂滴			
快忧滴		快憂滴			
老实滴		老實滴			
冷淡滴		冷淡滴			
冷漠滴		冷漠滴			
玲珑滴		玲瓏滴			
率直滴		率直滴			
满足滴		滿足滴			
美丽滴		美麗滴			
美满滴		美滿滴			
美目滴		美目滴			
魅力滴		魅力滴			
迷人滴		迷人滴			
腼腆滴		靦腆滴			
明快滴		明快滴			
明亮滴		明亮滴			
明确滴		明確滴			
耐心滴		耐心滴			
内向滴		內向滴			
年轻滴		年輕滴			
努力滴		努力滴			
漂亮滴		漂亮滴			
平淡滴		平淡滴			
平等滴		平等滴			
平和滴		平和滴			
天仙滴		天仙滴			
俏丽滴		俏麗滴			
勤劳滴		勤勞滴			
轻率滴		輕率滴			
轻松滴		輕鬆滴			
清楚滴		清楚滴			
清净滴		清淨滴			
热情滴		熱情滴			
任性滴		任性滴			
大度滴		大度滴			
柔弱滴		柔弱滴			
善变滴		善變滴			
善良滴		善良滴			
舒服滴		舒服滴			
舒心滴		舒心滴			
爽朗滴		爽朗滴			
顺从滴		順從滴			
顺服滴		順服滴			
通俗滴		通俗滴			
随和滴		隨和滴			
坦率滴		坦率滴			
坦然滴		坦然滴			
沉醉滴		沉醉滴			
淘气滴		淘氣滴			
体贴滴		體貼滴			
天真滴		天真滴			
甜美滴		甜美滴			
甜蜜滴		甜蜜滴			
调皮滴		調皮滴			
正直滴		正直滴			
团结滴		團結滴			
外向滴		外向滴			
顽皮滴		頑皮滴			
伟大滴		偉大滴			
温和滴		溫和滴			
温暖滴		溫暖滴			
温柔滴		溫柔滴			
温润滴		溫潤滴			
文静滴		文靜滴			
文雅滴		文雅滴			
稳重滴		穩重滴			
自在滴		自在滴			
无畏滴		無畏滴			
无邪滴		無邪滴			
妩媚滴		嫵媚滴			
武断滴		武斷滴			
务实滴		務實滴			
希望滴		希望滴			
喜爱滴		喜愛滴			
细节滴		細節滴			
鲜嫩滴		鮮嫩滴			
潇洒滴		瀟灑滴			
小巧滴		小巧滴			
欣慰滴		欣慰滴			
欣喜滴		欣喜滴			
大眼滴		大眼滴			
醒目滴		醒目滴			
兴奋滴		興奮滴			
杏眼滴		杏眼滴			
幸福滴		幸福滴			
修长滴		修長滴			
羞涩滴		羞澀滴			
秀丽滴		秀麗滴			
秀目滴		秀目滴			
雪白滴		雪白滴			
严肃滴		嚴肅滴			
洋气滴		洋氣滴			
毅力滴		毅力滴			
英俊滴		英俊滴			
勇敢滴		勇敢滴			
优美滴		優美滴			
优秀滴		優秀滴			
幽默滴		幽默滴			
悠然滴		悠然滴			
友爱滴		友愛滴			
友好滴		友好滴			
友善滴		友善滴			
有趣滴		有趣滴			
坚韧滴		堅韌滴			
愉快滴		愉快滴			
郁忧滴		鬱憂滴			
匀称滴		勻稱滴			
赞许滴		贊許滴			
真诚滴		真誠滴			
整洁滴		整潔滴			
整齐滴		整齊滴			
知足滴		知足滴			
执著滴		執著滴			
稚气滴		稚氣滴			
忠诚滴		忠誠滴			
忠心滴		忠心滴			
有序滴		有序滴			
主观滴		主觀滴			
壮观滴		壯觀滴			
自立滴		自立滴			
自信滴		自信滴			
尊敬滴		尊敬滴			
保守滴		保守滴			
笔直滴		筆直滴			
天枢星滴		天樞星滴			
天璇星滴		天璿星滴			
天玑星滴		天璣星滴			
天权星滴		天權星滴			
玉衡星滴		玉衡星滴			
开阳星滴		開陽星滴			
摇光星滴		搖光星滴			
太阳星滴		太陽星滴			
太阴星滴		太陰星滴			
辰星滴		辰星滴			
太白星滴		太白星滴			
荧惑星滴		熒惑星滴			
岁星滴		歲星滴			
镇星滴		鎮星滴			
罗睺星滴		羅睺星滴			
劫火星滴		劫火星滴			
计都星滴		計都星滴			
紫气星滴		紫氣星滴			
紫微星滴		紫微星滴			
天机星滴		天機星滴			
武曲星滴		武曲星滴			
天同星滴		天同星滴			
廉贞星滴		廉貞星滴			
天府星滴		天府星滴			
贪狼星滴		貪狼星滴			
巨门星滴		巨門星滴			
天相星滴		天相星滴			
天梁星滴		天梁星滴			
七杀星滴		七殺星滴			
破军星滴		破軍星滴			
禄存星滴		祿存星滴			
天马星滴		天馬星滴			
左辅星滴		左輔星滴			
右弼星滴		右弼星滴			
文昌星滴		文昌星滴			
文曲星滴		文曲星滴			
天魁星滴		天魁星滴			
天钺星滴		天鉞星滴			
火星滴		火星滴			
铃星滴		鈴星滴			
擎羊星滴		擎羊星滴			
陀罗星滴		陀羅星滴			
天空星滴		天空星滴			
地劫星滴		地劫星滴			
太阳滴		太陽滴			
月亮滴		月亮滴			
木星滴		木星滴			
金星滴		金星滴			
水星滴		水星滴			
土星滴		土星滴			
天王星滴		天王星滴			
海王星滴		海王星滴			
冥王星滴		冥王星滴			
地球滴		地球滴			
比邻星滴		比鄰星滴			
天狼星滴		天狼星滴			
牛郎星滴		牛郎星滴			
织女星滴		織女星滴			
谷神星滴		穀神星滴			
小熊座滴		小熊座滴			
大熊座滴		大熊座滴			
仙后座滴		仙后座滴			
天龙座滴		天龍座滴			
仙王座滴		仙王座滴			
蝎虎座滴		蠍虎座滴			
仙女座滴		仙女座滴			
鹿豹座滴		鹿豹座滴			
御夫座滴		禦夫座滴			
猎犬座滴		獵犬座滴			
狐狸座滴		狐狸座滴			
天鹅座滴		天鵝座滴			
小狮座滴		小獅座滴			
英仙座滴		英仙座滴			
牧夫座滴		牧夫座滴			
武仙座滴		武仙座滴			
后发座滴		後發座滴			
北冕座滴		北冕座滴			
天猫座滴		天貓座滴			
天琴座滴		天琴座滴			
海豚座滴		海豚座滴			
飞马座滴		飛馬座滴			
三角座滴		三角座滴			
天箭座滴		天箭座滴			
巨蟹座滴		巨蟹座滴			
白羊座滴		白羊座滴			
双子座滴		雙子座滴			
宝瓶座滴		寶瓶座滴			
室女座滴		室女座滴			
狮子座滴		獅子座滴			
金牛座滴		金牛座滴			
双鱼座滴		雙魚座滴			
摩羯座滴		摩羯座滴			
天蝎座滴		天蠍座滴			
天秤座滴		天秤座滴			
人马座滴		人馬座滴			
小马座滴		小馬座滴			
小犬座滴		小犬座滴			
天鹰座滴		天鷹座滴			
蛇夫座滴		蛇夫座滴			
巨蛇座滴		巨蛇座滴			
长蛇座滴		長蛇座滴			
麒麟座滴		麒麟座滴			
猎户座滴		獵戶座滴			
鲸鱼座滴		鯨魚座滴			
天坛座滴		天壇座滴			
绘架座滴		繪架座滴			
山案座滴		山案座滴			
天燕座滴		天燕座滴			
飞鱼座滴		飛魚座滴			
矩尺座滴		矩尺座滴			
剑鱼座滴		劍魚座滴			
时钟座滴		時鐘座滴			
杜鹃座滴		杜鵑座滴			
圆规座滴		圓規座滴			
蝘蜓座滴		蝘蜓座滴			
水蛇座滴		水蛇座滴			
凤凰座滴		鳳凰座滴			
孔雀座滴		孔雀座滴			
南极座滴		南極座滴			
天鹤座滴		天鶴座滴			
南冕座滴		南冕座滴			
大犬座滴		大犬座滴			
天鸽座滴		天鴿座滴			
乌鸦座滴		烏鴉座滴			
南鱼座滴		南魚座滴			
天兔座滴		天兔座滴			
船尾座滴		船尾座滴			
罗盘座滴		羅盤座滴			
船帆座滴		船帆座滴			
玉夫座滴		玉夫座滴			
波江座滴		波江座滴			
盾牌座滴		盾牌座滴			
天炉座滴		天爐座滴			
雕具座滴		雕具座滴			
巨爵座滴		巨爵座滴			
爱笑di		愛笑di			
有爱di		有愛di			
安静di		安靜di			
安详di		安詳di			
昂贵di		昂貴di			
傲慢di		傲慢di			
胖乎乎di		胖乎乎di			
标致di		標緻di			
博学di		博學di			
不凡di		不凡di			
高挑di		高挑di			
合群di		合群di			
宽容di		寬容di			
灵活di		靈活di			
喜悦di		喜悅di			
不满di		不滿di			
愤怒di		憤怒di			
粗心di		粗心di			
多疑di		多疑di			
冷静di		冷靜di			
沉著di		沉著di			
乐观di		樂觀di			
成熟di		成熟di			
迟疑di		遲疑di			
冲动di		衝動di			
纯洁di		純潔di			
纯真di		純真di			
慈祥di		慈祥di			
聪明di		聰明di			
从容di		從容di			
鲁莽di		魯莽di			
脆弱di		脆弱di			
大方di		大方di			
单纯di		單純di			
胆怯di		膽怯di			
胆小di		膽小di			
淡定di		淡定di			
得意di		得意di			
典雅di		典雅di			
懂事di		懂事di			
动人di		動人di			
独立di		獨立di			
端庄di		端莊di			
愤慨di		憤慨di			
疲倦di		疲倦di			
乏味di		乏味di			
不羁di		不羈di			
稚嫩di		稚嫩di			
优雅di		優雅di			
风趣di		風趣di			
福态di		福態di			
自负di		自負di			
土豪di		土豪di			
感恩di		感恩di			
干净di		乾淨di			
高兴di		高興di			
高雅di		高雅di			
耿直di		耿直di			
孤独di		孤獨di			
固定di		固定di			
固执di		固執di			
乖巧di		乖巧di			
果断di		果斷di			
害羞di		害羞di			
含蓄di		含蓄di			
豪放di		豪放di			
豪爽di		豪爽di			
好奇di		好奇di			
和平di		和平di			
和气di		和氣di			
和谐di		和諧di			
红润di		紅潤di			
欢快di		歡快di			
欢乐di		歡樂di			
欢腾di		歡騰di			
欢喜di		歡喜di			
欢欣di		歡欣di			
豁达di		豁達di			
活泼di		活潑di			
敏捷di		敏捷di			
机智di		機智di			
积极di		積極di			
激动di		激動di			
坚定di		堅定di			
坚强di		堅強di			
简单di		簡單di			
简洁di		簡潔di			
强壮di		強壯di			
娇柔di		嬌柔di			
聪颖di		聰穎di			
结实di		結實di			
谨慎di		謹慎di			
惊讶di		驚訝di			
倔强di		倔強di			
俊朗di		俊朗di			
开朗di		開朗di			
开心di		開心di			
可爱di		可愛di			
可亲di		可親di			
快乐di		快樂di			
快忧di		快憂di			
老实di		老實di			
冷淡di		冷淡di			
冷漠di		冷漠di			
玲珑di		玲瓏di			
率直di		率直di			
满足di		滿足di			
美丽di		美麗di			
美满di		美滿di			
美目di		美目di			
魅力di		魅力di			
迷人di		迷人di			
腼腆di		靦腆di			
明快di		明快di			
明亮di		明亮di			
明确di		明確di			
耐心di		耐心di			
内向di		內向di			
年轻di		年輕di			
努力di		努力di			
漂亮di		漂亮di			
平淡di		平淡di			
平等di		平等di			
平和di		平和di			
天仙di		天仙di			
俏丽di		俏麗di			
勤劳di		勤勞di			
轻率di		輕率di			
轻松di		輕鬆di			
清楚di		清楚di			
清净di		清淨di			
热情di		熱情di			
任性di		任性di			
大度di		大度di			
柔弱di		柔弱di			
善变di		善變di			
善良di		善良di			
舒服di		舒服di			
舒心di		舒心di			
爽朗di		爽朗di			
顺从di		順從di			
顺服di		順服di			
通俗di		通俗di			
随和di		隨和di			
坦率di		坦率di			
坦然di		坦然di			
沉醉di		沉醉di			
淘气di		淘氣di			
体贴di		體貼di			
天真di		天真di			
甜美di		甜美di			
甜蜜di		甜蜜di			
调皮di		調皮di			
正直di		正直di			
团结di		團結di			
外向di		外向di			
顽皮di		頑皮di			
伟大di		偉大di			
温和di		溫和di			
温暖di		溫暖di			
温柔di		溫柔di			
温润di		溫潤di			
文静di		文靜di			
文雅di		文雅di			
稳重di		穩重di			
自在di		自在di			
无畏di		無畏di			
无邪di		無邪di			
妩媚di		嫵媚di			
武断di		武斷di			
务实di		務實di			
希望di		希望di			
喜爱di		喜愛di			
细节di		細節di			
鲜嫩di		鮮嫩di			
潇洒di		瀟灑di			
小巧di		小巧di			
欣慰di		欣慰di			
欣喜di		欣喜di			
大眼di		大眼di			
醒目di		醒目di			
兴奋di		興奮di			
杏眼di		杏眼di			
幸福di		幸福di			
修长di		修長di			
羞涩di		羞澀di			
秀丽di		秀麗di			
秀目di		秀目di			
雪白di		雪白di			
严肃di		嚴肅di			
洋气di		洋氣di			
毅力di		毅力di			
英俊di		英俊di			
勇敢di		勇敢di			
优美di		優美di			
优秀di		優秀di			
幽默di		幽默di			
悠然di		悠然di			
友爱di		友愛di			
友好di		友好di			
友善di		友善di			
有趣di		有趣di			
坚韧di		堅韌di			
愉快di		愉快di			
郁忧di		鬱憂di			
匀称di		勻稱di			
赞许di		贊許di			
真诚di		真誠di			
整洁di		整潔di			
整齐di		整齊di			
知足di		知足di			
执著di		執著di			
稚气di		稚氣di			
忠诚di		忠誠di			
忠心di		忠心di			
有序di		有序di			
主观di		主觀di			
壮观di		壯觀di			
自立di		自立di			
自信di		自信di			
尊敬di		尊敬di			
保守di		保守di			
笔直di		筆直di			
天枢星di		天樞星di			
天璇星di		天璿星di			
天玑星di		天璣星di			
天权星di		天權星di			
玉衡星di		玉衡星di			
开阳星di		開陽星di			
摇光星di		搖光星di			
太阳星di		太陽星di			
太阴星di		太陰星di			
辰星di		辰星di			
太白星di		太白星di			
荧惑星di		熒惑星di			
岁星di		歲星di			
镇星di		鎮星di			
罗睺星di		羅睺星di			
劫火星di		劫火星di			
计都星di		計都星di			
紫气星di		紫氣星di			
紫微星di		紫微星di			
天机星di		天機星di			
武曲星di		武曲星di			
天同星di		天同星di			
廉贞星di		廉貞星di			
天府星di		天府星di			
贪狼星di		貪狼星di			
巨门星di		巨門星di			
天相星di		天相星di			
天梁星di		天梁星di			
七杀星di		七殺星di			
破军星di		破軍星di			
禄存星di		祿存星di			
天马星di		天馬星di			
左辅星di		左輔星di			
右弼星di		右弼星di			
文昌星di		文昌星di			
文曲星di		文曲星di			
天魁星di		天魁星di			
天钺星di		天鉞星di			
火星di		火星di			
铃星di		鈴星di			
擎羊星di		擎羊星di			
陀罗星di		陀羅星di			
天空星di		天空星di			
地劫星di		地劫星di			
太阳di		太陽di			
月亮di		月亮di			
木星di		木星di			
金星di		金星di			
水星di		水星di			
土星di		土星di			
天王星di		天王星di			
海王星di		海王星di			
冥王星di		冥王星di			
地球di		地球di			
比邻星di		比鄰星di			
天狼星di		天狼星di			
牛郎星di		牛郎星di			
织女星di		織女星di			
谷神星di		穀神星di			
小熊座di		小熊座di			
大熊座di		大熊座di			
仙后座di		仙后座di			
天龙座di		天龍座di			
仙王座di		仙王座di			
蝎虎座di		蠍虎座di			
仙女座di		仙女座di			
鹿豹座di		鹿豹座di			
御夫座di		禦夫座di			
猎犬座di		獵犬座di			
狐狸座di		狐狸座di			
天鹅座di		天鵝座di			
小狮座di		小獅座di			
英仙座di		英仙座di			
牧夫座di		牧夫座di			
武仙座di		武仙座di			
后发座di		後發座di			
北冕座di		北冕座di			
天猫座di		天貓座di			
天琴座di		天琴座di			
海豚座di		海豚座di			
飞马座di		飛馬座di			
三角座di		三角座di			
天箭座di		天箭座di			
巨蟹座di		巨蟹座di			
白羊座di		白羊座di			
双子座di		雙子座di			
宝瓶座di		寶瓶座di			
室女座di		室女座di			
狮子座di		獅子座di			
金牛座di		金牛座di			
双鱼座di		雙魚座di			
摩羯座di		摩羯座di			
天蝎座di		天蠍座di			
天秤座di		天秤座di			
人马座di		人馬座di			
小马座di		小馬座di			
小犬座di		小犬座di			
天鹰座di		天鷹座di			
蛇夫座di		蛇夫座di			
巨蛇座di		巨蛇座di			
长蛇座di		長蛇座di			
麒麟座di		麒麟座di			
猎户座di		獵戶座di			
鲸鱼座di		鯨魚座di			
天坛座di		天壇座di			
绘架座di		繪架座di			
山案座di		山案座di			
天燕座di		天燕座di			
飞鱼座di		飛魚座di			
矩尺座di		矩尺座di			
剑鱼座di		劍魚座di			
时钟座di		時鐘座di			
杜鹃座di		杜鵑座di			
圆规座di		圓規座di			
蝘蜓座di		蝘蜓座di			
水蛇座di		水蛇座di			
凤凰座di		鳳凰座di			
孔雀座di		孔雀座di			
南极座di		南極座di			
天鹤座di		天鶴座di			
南冕座di		南冕座di			
大犬座di		大犬座di			
天鸽座di		天鴿座di			
乌鸦座di		烏鴉座di			
南鱼座di		南魚座di			
天兔座di		天兔座di			
船尾座di		船尾座di			
罗盘座di		羅盤座di			
船帆座di		船帆座di			
玉夫座di		玉夫座di			
波江座di		波江座di			
盾牌座di		盾牌座di			
天炉座di		天爐座di			
雕具座di		雕具座di			
巨爵座di		巨爵座di			
爱笑之		愛笑之			
有爱之		有愛之			
安静之		安靜之			
安详之		安詳之			
昂贵之		昂貴之			
傲慢之		傲慢之			
胖乎乎之		胖乎乎之			
标致之		標緻之			
博学之		博學之			
不凡之		不凡之			
高挑之		高挑之			
合群之		合群之			
宽容之		寬容之			
灵活之		靈活之			
喜悦之		喜悅之			
不满之		不滿之			
愤怒之		憤怒之			
粗心之		粗心之			
多疑之		多疑之			
冷静之		冷靜之			
沉著之		沉著之			
乐观之		樂觀之			
成熟之		成熟之			
迟疑之		遲疑之			
冲动之		衝動之			
纯洁之		純潔之			
纯真之		純真之			
慈祥之		慈祥之			
聪明之		聰明之			
从容之		從容之			
鲁莽之		魯莽之			
脆弱之		脆弱之			
大方之		大方之			
单纯之		單純之			
胆怯之		膽怯之			
胆小之		膽小之			
淡定之		淡定之			
得意之		得意之			
典雅之		典雅之			
懂事之		懂事之			
动人之		動人之			
独立之		獨立之			
端庄之		端莊之			
愤慨之		憤慨之			
疲倦之		疲倦之			
乏味之		乏味之			
不羁之		不羈之			
稚嫩之		稚嫩之			
优雅之		優雅之			
风趣之		風趣之			
福态之		福態之			
自负之		自負之			
土豪之		土豪之			
感恩之		感恩之			
干净之		乾淨之			
高兴之		高興之			
高雅之		高雅之			
耿直之		耿直之			
孤独之		孤獨之			
固定之		固定之			
固执之		固執之			
乖巧之		乖巧之			
果断之		果斷之			
害羞之		害羞之			
含蓄之		含蓄之			
豪放之		豪放之			
豪爽之		豪爽之			
好奇之		好奇之			
和平之		和平之			
和气之		和氣之			
和谐之		和諧之			
红润之		紅潤之			
欢快之		歡快之			
欢乐之		歡樂之			
欢腾之		歡騰之			
欢喜之		歡喜之			
欢欣之		歡欣之			
豁达之		豁達之			
活泼之		活潑之			
敏捷之		敏捷之			
机智之		機智之			
积极之		積極之			
激动之		激動之			
坚定之		堅定之			
坚强之		堅強之			
简单之		簡單之			
简洁之		簡潔之			
强壮之		強壯之			
娇柔之		嬌柔之			
聪颖之		聰穎之			
结实之		結實之			
谨慎之		謹慎之			
惊讶之		驚訝之			
倔强之		倔強之			
俊朗之		俊朗之			
开朗之		開朗之			
开心之		開心之			
可爱之		可愛之			
可亲之		可親之			
快乐之		快樂之			
快忧之		快憂之			
老实之		老實之			
冷淡之		冷淡之			
冷漠之		冷漠之			
玲珑之		玲瓏之			
率直之		率直之			
满足之		滿足之			
美丽之		美麗之			
美满之		美滿之			
美目之		美目之			
魅力之		魅力之			
迷人之		迷人之			
腼腆之		靦腆之			
明快之		明快之			
明亮之		明亮之			
明确之		明確之			
耐心之		耐心之			
内向之		內向之			
年轻之		年輕之			
努力之		努力之			
漂亮之		漂亮之			
平淡之		平淡之			
平等之		平等之			
平和之		平和之			
天仙之		天仙之			
俏丽之		俏麗之			
勤劳之		勤勞之			
轻率之		輕率之			
轻松之		輕鬆之			
清楚之		清楚之			
清净之		清淨之			
热情之		熱情之			
任性之		任性之			
大度之		大度之			
柔弱之		柔弱之			
善变之		善變之			
善良之		善良之			
舒服之		舒服之			
舒心之		舒心之			
爽朗之		爽朗之			
顺从之		順從之			
顺服之		順服之			
通俗之		通俗之			
随和之		隨和之			
坦率之		坦率之			
坦然之		坦然之			
沉醉之		沉醉之			
淘气之		淘氣之			
体贴之		體貼之			
天真之		天真之			
甜美之		甜美之			
甜蜜之		甜蜜之			
调皮之		調皮之			
正直之		正直之			
团结之		團結之			
外向之		外向之			
顽皮之		頑皮之			
伟大之		偉大之			
温和之		溫和之			
温暖之		溫暖之			
温柔之		溫柔之			
温润之		溫潤之			
文静之		文靜之			
文雅之		文雅之			
稳重之		穩重之			
自在之		自在之			
无畏之		無畏之			
无邪之		無邪之			
妩媚之		嫵媚之			
武断之		武斷之			
务实之		務實之			
希望之		希望之			
喜爱之		喜愛之			
细节之		細節之			
鲜嫩之		鮮嫩之			
潇洒之		瀟灑之			
小巧之		小巧之			
欣慰之		欣慰之			
欣喜之		欣喜之			
大眼之		大眼之			
醒目之		醒目之			
兴奋之		興奮之			
杏眼之		杏眼之			
幸福之		幸福之			
修长之		修長之			
羞涩之		羞澀之			
秀丽之		秀麗之			
秀目之		秀目之			
雪白之		雪白之			
严肃之		嚴肅之			
洋气之		洋氣之			
毅力之		毅力之			
英俊之		英俊之			
勇敢之		勇敢之			
优美之		優美之			
优秀之		優秀之			
幽默之		幽默之			
悠然之		悠然之			
友爱之		友愛之			
友好之		友好之			
友善之		友善之			
有趣之		有趣之			
坚韧之		堅韌之			
愉快之		愉快之			
郁忧之		鬱憂之			
匀称之		勻稱之			
赞许之		贊許之			
真诚之		真誠之			
整洁之		整潔之			
整齐之		整齊之			
知足之		知足之			
执著之		執著之			
稚气之		稚氣之			
忠诚之		忠誠之			
忠心之		忠心之			
有序之		有序之			
主观之		主觀之			
壮观之		壯觀之			
自立之		自立之			
自信之		自信之			
尊敬之		尊敬之			
保守之		保守之			
笔直之		筆直之			
天枢星之		天樞星之			
天璇星之		天璿星之			
天玑星之		天璣星之			
天权星之		天權星之			
玉衡星之		玉衡星之			
开阳星之		開陽星之			
摇光星之		搖光星之			
太阳星之		太陽星之			
太阴星之		太陰星之			
辰星之		辰星之			
太白星之		太白星之			
荧惑星之		熒惑星之			
岁星之		歲星之			
镇星之		鎮星之			
罗睺星之		羅睺星之			
劫火星之		劫火星之			
计都星之		計都星之			
紫气星之		紫氣星之			
紫微星之		紫微星之			
天机星之		天機星之			
武曲星之		武曲星之			
天同星之		天同星之			
廉贞星之		廉貞星之			
天府星之		天府星之			
贪狼星之		貪狼星之			
巨门星之		巨門星之			
天相星之		天相星之			
天梁星之		天梁星之			
七杀星之		七殺星之			
破军星之		破軍星之			
禄存星之		祿存星之			
天马星之		天馬星之			
左辅星之		左輔星之			
右弼星之		右弼星之			
文昌星之		文昌星之			
